ticker,date,open,high,low,close,hold_return,day_return,night_return
SPY,2022-08-31,399.929993,401.23999,395.040009,395.179993,-0.0076090456504893655,-0.011877078696620802,0.004319334117360185
SPY,2022-09-01,392.890015,396.779999,390.040009,396.420013,0.00313786128337723,0.00898469766405241,-0.005794772105277124
SPY,2022-09-02,400.279999,401.559998,390.329987,392.23999,-0.010544429804052347,-0.02008596237655136,0.009737111834462242
SPY,2022-09-06,393.130005,394.119995,388.420013,390.76001,-0.003773149188587177,-0.006028527382436644,0.002269057267720198
SPY,2022-09-07,390.429993,398.589996,390.200012,397.779999,0.017964962688991504,0.018825413343692476,-8.44551621339118e-4
SPY,2022-09-08,395.390015,400.859985,394.119995,400.380005,0.0065362914337983025,0.012620424923982965,-0.006008306113953088
SPY,2022-09-09,402.73999,407.51001,402.459991,406.600006,0.015535243824176481,0.009584387187376198,0.005894362781677875
SPY,2022-09-12,408.779999,411.730011,408.459991,410.970001,0.010747651095706079,0.005357409866816987,0.0053615173827616935
SPY,2022-09-13,401.829987,403.100006,391.920013,393.100006,-0.0434824803672228,-0.021725558774686515,-0.02224010019651046
SPY,2022-09-14,394.470001,396.200012,391.119995,394.600006,0.003815822887573317,3.295687876654352e-4,0.003485105517907261
SPY,2022-09-15,392.959991,395.959991,388.779999,390.119995,-0.011353296837000038,-0.0072271886834403,-0.004156145400565414
SPY,2022-09-16,384.140015,386.25,382.109985,385.559998,-0.011688703625662655,0.0036965245601918717,-0.015328565766028035
SPY,2022-09-19,382.26001,388.549988,382.179993,388.549988,0.007754927937311473,0.016454711022479085,-0.008558948068051353
SPY,2022-09-20,385.059998,386.119995,381.200012,384.089996,-0.011478553951210002,-0.0025190931414278417,-0.008982087524861737
SPY,2022-09-21,386.109985,389.309998,377.380005,377.390015,-0.017443778983506686,-0.022584160831789934,0.005259155461055043
SPY,2022-09-22,376.579987,378.299988,373.440002,374.220001,-0.008399835379852227,-0.006266891713499367,-0.002146394890707448
SPY,2022-09-23,370.579987,370.619995,363.290009,367.950012,-0.016754820648936963,-0.007096915894705402,-0.009726936000943431
SPY,2022-09-26,366.410004,370.209991,363.029999,364.309998,-0.009892686183687438,-0.005731300939043171,-0.004185372876139515
SPY,2022-09-27,368.019989,370.399994,360.869995,363.380005,-0.00255275179134673,-0.01260796733516567,0.010183610168173374
SPY,2022-09-28,364.380005,372.299988,362.600006,370.529999,0.01967635505976717,0.0168779678237283,0.0027519400799171923
SPY,2022-09-29,366.809998,367.109985,359.700012,362.790009,-0.020888969910368815,-0.010959322324687548,-0.010039675626911881
SPY,2022-09-30,361.799988,365.910004,357.040009,357.179993,-0.015463534994978212,-0.012769472507555668,-0.002728909218665976
SPY,2022-10-03,361.079987,368.549988,359.209991,366.609985,0.02640123238929548,0.015315160626722779,0.01091884785383268
SPY,2022-10-04,372.399994,378,366.570007,377.970001,0.030986651932025433,0.014957054483733412,0.015793375076786242
SPY,2022-10-05,373.390015,379.459991,370.950012,377.089996,-0.002328240330374931,0.009909158925955674,-0.012117326739907064
SPY,2022-10-06,375.619995,378.720001,372.679993,373.200012,-0.010315797399196858,-0.006442636260617585,-0.0038982763149196797
SPY,2022-10-07,368.970001,373.290009,360.940002,362.790009,-0.027893897816916535,-0.016749307486382925,-0.011334434255055648
SPY,2022-10-10,363.959991,364.209991,357.670013,360.019989,-0.007635326032365941,-0.010825371187570987,0.003224956506451049
SPY,2022-10-11,358.23999,363.029999,355.709991,357.73999,-0.006332978916901322,-0.0013957124105546947,-0.004944167141786249
SPY,2022-10-12,358.170013,359.820007,356.299988,356.559998,-0.0032984626627846625,-0.004495113888833502,0.0012020545983690845
SPY,2022-10-13,349.209991,367.51001,348.109985,365.970001,0.026391078788372768,0.04799407357162355,-0.020613661210532097
SPY,2022-10-14,368.549988,370.26001,356.959991,357.630005,-0.022788742184362887,-0.029629584467657066,0.00704972263559922
SPY,2022-10-17,364.01001,367.980011,357.279999,366.820007,0.02569695459417609,0.007719559690130273,0.017839680426143367
SPY,2022-10-18,375.130005,375.450012,367.519989,371.130005,0.011749626295601612,-0.010662970028217256,0.02265415692007222
SPY,2022-10-19,368.98999,371.850006,365.549988,368.5,-0.00708647903583004,-0.0013279222019003667,-0.0057662139174115
SPY,2022-10-20,368.029999,372.670013,364.609985,365.410004,-0.008385335142469419,-0.007118971298858634,-0.001275443690637812
SPY,2022-10-21,365.119995,374.799988,363.540009,374.290009,0.024301482999354196,0.025115069362333875,-7.936536953706552e-4
SPY,2022-10-24,375.890015,380.059998,373.109985,378.869995,0.012236463410381981,0.007927797709657236,0.004274776140230863
SPY,2022-10-25,378.790009,385.25,378.670013,384.920013,0.01596858574139648,0.016183119550019498,-2.1111727256206692e-4
SPY,2022-10-26,381.619995,387.579987,381.350006,382.019989,-0.007534095141995101,0.0010481473854639933,-0.00857325649108287
SPY,2022-10-27,383.070007,385,379.329987,379.980011,-0.005339977118317796,-0.008066400249393535,0.0027485943935776636
SPY,2022-10-28,379.869995,389.519989,379.679993,389.019989,0.02379066724117762,0.02408717224428325,-2.8953101956719074e-4
SPY,2022-10-31,386.440002,388.399994,385.26001,386.209991,-0.007223274071914143,-5.952049446474872e-4,-0.006632016536301966
SPY,2022-11-01,390.140015,390.390015,383.290009,384.519989,-0.004375862974502875,-0.014405151442873687,0.01017587346672233
SPY,2022-11-02,383.899994,388.630005,374.76001,374.869995,-0.025096208977578027,-0.02352174821862585,-0.0016123869180699746
SPY,2022-11-03,371.470001,374.200012,368.790009,371.01001,-0.010296863049815475,-0.0012382991863723047,-0.009069794983191382
SPY,2022-11-04,377,378.869995,370,376.350006,0.014393131872641352,-0.0017241220159150972,0.016145089993663486
SPY,2022-11-07,377.709991,380.570007,375.529999,379.950012,0.0095655797598153125,0.005930531501349812,0.003613617585540796
SPY,2022-11-08,381.109985,385.119995,377.720001,382,0.00539541501580465,0.0023353232269682778,0.0030529621354504766
SPY,2022-11-09,379.929993,381.140015,373.609985,374.130005,-0.020602081151832485,-0.015265938743614926,-0.005418866492146512
SPY,2022-11-10,388.049988,395.040009,385.640015,394.690002,0.0549541515655767,0.017111233617664867,0.037206272723301126
SPY,2022-11-11,395.589996,399.350006,393.609985,398.51001,0.009678502066540862,0.007381415176131112,0.002280255378751539
SPY,2022-11-14,396.660004,400.179993,394.829987,395.119995,-0.008506724837351043,-0.0038824408422080126,-0.004642307479302721
SPY,2022-11-15,401.149994,402.309998,394.48999,398.48999,0.008529041918012625,-0.006630946129342341,0.015261184137238981
SPY,2022-11-16,396.779999,397.779999,394.790009,395.450012,-0.007628743698179119,-0.0033519507116082092,-0.00429117679969826
SPY,2022-11-17,390.459991,394.950012,390.140015,394.23999,-0.0030598608250896886,0.009680886869661398,-0.01261858856638498
SPY,2022-11-18,397.73999,397.809998,393.040009,396.029999,0.004540404437408885,-0.004299268474361906,0.008877841134279585
SPY,2022-11-21,394.640015,395.820007,392.660004,394.589996,-0.0036360957595032994,-1.2674589017547255e-4,-0.0035097947213841296
SPY,2022-11-22,396.630005,400.070007,395.149994,399.899994,0.013457001074097086,0.008244431734306223,0.005169946072327791
SPY,2022-11-23,399.549988,402.929993,399.309998,402.420013,0.00630162300027437,0.007183143752215626,-8.752338215839428e-4
SPY,2022-11-25,401.829987,402.910004,401.540009,402.329987,-2.2371153792488663e-4,0.0012443073343850752,-0.0014661944757702328
SPY,2022-11-28,399.089996,400.809998,395.109985,395.910004,-0.015957008444414056,-0.007968107524298773,-0.008053068636914795
SPY,2022-11-29,396.049988,397.299988,393.299988,395.230011,-0.0017175443740492513,-0.002070387640057181,3.5357530394697356e-4
SPY,2022-11-30,395.48999,407.679993,393.480011,407.679993,0.03150059877411504,0.03082253232249954,6.577916473047285e-4
SPY,2022-12-01,408.769989,410,404.75,407.380005,-7.358418493694785e-4,-0.003400406187842764,0.0026736558543847266
SPY,2022-12-02,402.25,407.859985,402.140015,406.910004,-0.001153716417672368,0.01158484524549408,-0.012592677443754252
SPY,2022-12-05,403.950012,404.929993,398.170013,399.589996,-0.017989255432510842,-0.01079345431483747,-0.0072743161163469905
SPY,2022-12-06,399.420013,399.98999,391.640015,393.829987,-0.014414797811905133,-0.01399535781398109,-4.2539353262482926e-4
SPY,2022-12-07,392.940002,395.640015,391.970001,393.160004,-0.0017011985428118104,5.598870028000746e-4,-0.002259820301596327
SPY,2022-12-08,395.140015,397.359985,393.269989,396.23999,0.007833925039842038,0.0027837600805880047,0.0050361455383443055
SPY,2022-12-09,394.940002,397.619995,393.149994,393.279999,-0.007470197543665402,-0.004203177676593062,-0.003280809693135711
SPY,2022-12-12,394.109985,398.950012,393.410004,398.950012,0.014417242205088776,0.012280904275997928,0.002110420062323204
SPY,2022-12-13,410.220001,410.48999,399.070007,401.970001,0.007569843111071339,-0.02011115981641276,0.02824912560724524
SPY,2022-12-14,401.609985,405.5,396.309998,399.399994,-0.006393529351957916,-0.005502828820354133,-8.95629024813771e-4
SPY,2022-12-15,394.299988,395.25,387.890015,389.630005,-0.024461665364972518,-0.011843731022380899,-0.012769168944954945
SPY,2022-12-16,385.179993,386.579987,381.040009,383.269989,-0.016323219255149457,-0.004958731073033684,-0.011421122456931831
SPY,2022-12-19,383.470001,383.820007,378.279999,380.019989,-0.00847966210054607,-0.008996823717639435,5.218566695552873e-4
SPY,2022-12-20,379.230011,382.230011,377.850006,380.540009,0.0013684017026798223,0.0034543626875565003,-0.0020787801243792314
SPY,2022-12-21,383.25,387.410004,382.690002,386.230011,0.014952440914038023,0.007775632093933504,0.007121435160317047
SPY,2022-12-22,383.049988,386.209991,374.769989,380.720001,-0.014266136351584469,-0.006082723072686647,-0.008233495351038345
SPY,2022-12-23,379.649994,383.059998,378.029999,382.910004,0.00575226674261331,0.008586882790784456,-0.0028104827621074913
SPY,2022-12-27,382.790009,383.149994,379.649994,381.399994,-0.003943511488929463,-0.003631272936384322,-3.1337650817819807e-4
SPY,2022-12-28,381.329987,383.390015,376.420013,376.660004,-0.01242787119708233,-0.012246566383985913,-1.8355270346437358e-4
SPY,2022-12-29,379.630005,384.350006,379.079987,383.440002,0.01800031308872385,0.010036079735056713,0.007885097882598613
SPY,2022-12-30,380.640015,382.579987,378.429993,382.429993,-0.002634073113738311,0.0047025481543236936,-0.007302281935623323
SPY,2023-01-03,384.369995,386.429993,377.829987,380.820007,-0.004209884238865258,-0.009235861399639278,0.005072829107313215
SPY,2023-01-04,383.179993,385.880005,380,383.76001,0.0077201904993402515,0.0015136933310606615,0.0061971166341585615
SPY,2023-01-05,381.720001,381.839996,378.76001,379.380005,-0.011413396096169648,-0.006130137257335022,-0.005315845702630662
SPY,2023-01-06,382.609985,389.25,379.410004,388.079987,0.022932104711211654,0.014296547958621675,0.008513838255656214
SPY,2023-01-09,390.369995,393.700012,387.670013,387.859985,-5.668985966030826e-4,-0.006429823070802421,0.005900865998534455
SPY,2023-01-10,387.25,390.649994,386.269989,390.579987,0.007012845112134958,0.008599062621045928,-0.001572693816300763
SPY,2023-01-11,392.230011,395.600006,391.380005,395.519989,0.012647862574689528,0.008387879325225889,0.00422454824855123
SPY,2023-01-12,396.670013,398.48999,392.420013,396.959991,0.003640781856919073,7.31030807715749e-4,0.002907625485396137
SPY,2023-01-13,393.619995,399.100006,393.339996,398.5,0.0038795068392674104,0.012397756877162713,-0.008413936103701669
SPY,2023-01-17,398.480011,400.230011,397.059998,397.769989,-0.0018318971141781937,-0.0017818258893793626,-5.016060225848662e-5
SPY,2023-01-18,399.01001,400.119995,391.279999,391.48999,-0.01578801612406222,-0.018846695099203226,0.0031174322706382096
SPY,2023-01-19,389.359985,391.079987,387.26001,388.640015,-0.007279815762339048,-0.001849111433471995,-0.005440764909467988
SPY,2023-01-20,390.100006,396.040009,388.380005,395.880005,0.018629039009274262,0.0148167108718269,0.003756666693212285
SPY,2023-01-23,396.720001,402.649994,395.720001,400.630005,0.011998585278385043,0.009855827763016967,0.002121844976737508
SPY,2023-01-24,398.880005,401.149994,397.640015,400.200012,-0.001073292051602448,0.0033092834523005266,-0.004368120156152511
SPY,2023-01-25,395.950012,400.700012,393.559998,400.350006,3.7479758996106227e-4,0.01111249871612574,-0.010619689836491086
SPY,2023-01-26,403.130005,404.920013,400.029999,404.75,0.01099036826291444,0.004018542355833876,0.006943921464559688
SPY,2023-01-27,403.660004,408.160004,403.440002,405.679993,0.0022976973440396176,0.005004184164849823,-0.00269301050030879
SPY,2023-01-30,402.799988,405.130005,400.279999,400.589996,-0.012546827765302249,-0.0054865741455781825,-0.007099203928452202
SPY,2023-01-31,401.130005,406.529999,400.769989,406.480011,0.014703350205480525,0.013337336856663162,0.0013480341630898174
SPY,2023-02-01,405.209991,413.670013,402.350006,410.799988,0.010627772296532445,0.013795308911817905,-0.0031244340819504
SPY,2023-02-02,414.859985,418.309998,412.880005,416.779999,0.014556989227565431,0.004628101213473235,0.009883147805739512
SPY,2023-02-03,411.589996,416.970001,411.089996,412.350006,-0.010629092112455107,0.0018465220422898554,-0.012452620117214375
SPY,2023-02-06,409.790009,411.290009,408.100006,409.829987,-0.006111359193238353,9.755728329641222e-5,-0.006208310810598139
SPY,2023-02-07,408.869995,416.48999,407.570007,415.190002,0.013078630578586603,0.015457253105598978,-0.002342415222046701
SPY,2023-02-08,413.130005,414.529999,409.929993,410.649994,-0.010934771979408064,-0.006002979618970006,-0.0049615766036678055
SPY,2023-02-09,414.410004,414.570007,405.809998,407.089996,-0.008669178258894572,-0.017663685551374986,0.00915624024092887
SPY,2023-02-10,405.859985,408.440002,405.01001,408.040009,0.0023336682535426423,0.005371369636255174,-0.0030214719400768475
SPY,2023-02-13,408.720001,412.970001,408.23999,412.829987,0.011738991016442268,0.010055749632864153,0.0016664836413138318
SPY,2023-02-14,411.23999,415.049988,408.51001,412.640015,-4.6017006027232465e-4,0.003404398973942291,-0.0038514571374875795
SPY,2023-02-15,410.350006,414.059998,409.470001,413.980011,0.003247372894749301,0.00884611903721999,-0.00554965324921286
SPY,2023-02-16,408.790009,412.910004,408.140015,408.279999,-0.013768809721588227,-0.0012476087692251392,-0.012536842026413697
SPY,2023-02-17,406.059998,407.51001,404.049988,407.26001,-0.002498258554174071,0.0029552578582241473,-0.005437447353378588
SPY,2023-02-21,403.059998,404.160004,398.820007,399.089996,-0.020060928643595655,-0.009849655187067263,-0.010312851487677355
SPY,2023-02-22,399.519989,401.130005,397.019989,398.540009,-0.0013781026974176713,-0.002452893539702239,0.0010774336723791134
SPY,2023-02-23,401.559998,402.200012,396.25,400.660004,0.00531940320200075,-0.0022412441589861887,0.007577630681490755
SPY,2023-02-24,395.420013,397.25,393.640015,396.380005,-0.010682371480233988,0.0024277779789563247,-0.01307839801249544
SPY,2023-02-27,399.869995,401.290009,396.75,397.730011,0.0034058377894212732,-0.005351699369191332,0.008804657036118657
SPY,2023-02-28,397.230011,399.279999,396.149994,396.26001,-0.0036959770682226667,-0.002441912678143421,-0.001257134202025334
SPY,2023-03-01,395.410004,396.690002,393.380005,394.73999,-0.0038359157160472446,-0.0016944791310844476,-0.0021450713636230745
SPY,2023-03-02,392.679993,398.690002,392.329987,397.809998,0.007777291578692225,0.013064085493146083,-0.005218617449931906
SPY,2023-03-03,399.709991,404.450012,399.029999,404.190002,0.016037817128970122,0.011208153663589515,0.004776131845735998
SPY,2023-03-06,405.049988,407.450012,404.01001,404.470001,6.92741034203026e-4,-0.0014318899325580503,0.00212767756684884
SPY,2023-03-07,404.420013,404.670013,397.630005,398.269989,-0.01532873138841273,-0.015207021913626106,-1.2358889380292837e-4
SPY,2023-03-08,398.390015,399.709991,396.589996,398.920013,0.0016321189593826446,0.0013303496072811782,3.013684267332284e-4
SPY,2023-03-09,399.73999,401.480011,390.529999,391.559998,-0.018449851499428238,-0.020463281644650944,0.0020554922623046146
SPY,2023-03-10,390.98999,393.160004,384.320007,385.910004,-0.014429446390997303,-0.012992624184573032,-0.0014557360376736828
SPY,2023-03-13,381.809998,390.390015,380.649994,385.359985,-0.0014252519869891733,0.009297784286937283,-0.010624254249703258
SPY,2023-03-14,390.5,393.450012,387.049988,391.730011,0.016530066036825275,0.0031498361075543713,0.013338216732596164
SPY,2023-03-15,385.890015,389.48999,383.709991,389.279999,-0.006254338271774684,0.008784845080793247,-0.014908216976002864
SPY,2023-03-16,386.820007,396.470001,386.290009,396.109985,0.017545175754072106,0.024016281039982657,-0.006319338281749243
SPY,2023-03-17,393.220001,394.399994,388.549988,389.98999,-0.015450241679719423,-0.008214259172437233,-0.007295913027791978
SPY,2023-03-20,390.799988,394.170013,390.070007,393.73999,0.009615631416590942,0.007523035031413494,0.0020769712576469423
SPY,2023-03-21,397.23999,399.410004,395.579987,398.910004,0.013130528092917482,0.004204043001813762,0.008889114869942372
SPY,2023-03-22,398.730011,402.48999,392.070007,392.109985,-0.017046499039417462,-0.016602778364731563,-4.512120483196602e-4
SPY,2023-03-23,395.089996,399.290009,390.350006,393.170013,0.0027033945590546615,-0.004859609252166441,0.007599936533113194
SPY,2023-03-24,391.839996,395.839996,389.399994,395.75,0.006562013670152522,0.009978572988756484,-0.003382803764334863
SPY,2023-03-27,398.119995,398.920013,395.559998,396.48999,0.0018698420720151265,-0.00409425555227394,0.005988616550852921
SPY,2023-03-28,395.769989,396.48999,393.690002,395.600006,-0.002244656920594612,-4.294994686926401e-4,-0.0018159373960486835
SPY,2023-03-29,399.929993,401.600006,398.679993,401.350006,0.014534883500482154,0.0035506539265734993,0.010945366365843867
SPY,2023-03-30,404.089996,404.350006,401.76001,403.700012,0.005855253431838792,-9.650919445181039e-4,0.006826933995361495
SPY,2023-03-31,404.660004,409.700012,404.549988,409.390015,0.014094631733625018,0.011688852254348348,0.0023779835805404215
SPY,2023-04-03,408.850006,411.369995,408.440002,410.950012,0.0038105399321963773,0.005136372677465584,-0.0013190575739859822
SPY,2023-04-04,411.619995,411.920013,407.23999,408.670013,-0.005548117613876635,-0.0071667606914965765,0.001630327242817975
SPY,2023-04-05,407.910004,408.700012,405.880005,407.600006,-0.0026182664887623996,-7.599666518598447e-4,-0.0018597131568838243
SPY,2023-04-06,406.769989,409.480011,405.679993,409.190002,0.003900873347877143,0.005949340082707089,-0.002036351785529633
SPY,2023-04-10,406.609985,409.690002,405.970001,409.609985,0.001026376494897896,0.007378077545242778,-0.006305180936458932
SPY,2023-04-11,410.26001,411.179993,408.920013,409.720001,2.6858720253120083e-4,-0.0013162603881377022,0.001586936412206974
SPY,2023-04-12,411.869995,412.170013,407.440002,408.049988,-0.004075986029298151,-0.009274788273906709,0.005247471431105488
SPY,2023-04-13,409.179993,413.839996,407.98999,413.470001,0.013282718194810972,0.010484403131606701,0.0027692808068409125
SPY,2023-04-14,412.809998,415.089996,410.059998,412.459991,-0.0024427648863454277,-8.478646391699707e-4,-0.0015962536542041272
SPY,2023-04-17,412.369995,413.959991,411.089996,413.940002,0.003588253484687609,0.003807277491176375,-2.1819328410932481e-4
SPY,2023-04-18,415.579987,415.720001,412.779999,414.209991,6.522418676511155e-4,-0.003296588004368939,0.003961890593023654
SPY,2023-04-19,412.220001,415.079987,412.160004,414.140015,-1.6893846483778674e-4,0.004657741000781757,-0.00480430226995654
SPY,2023-04-20,411.209991,413.700012,410.269989,411.880005,-0.005457115753472963,0.001629371889458664,-0.007074959902148126
SPY,2023-04-21,412.190002,412.679993,410.170013,412.200012,7.769423038634926e-4,2.4284917031991426e-5,7.526391090530993e-4
SPY,2023-04-24,411.98999,413.070007,410.600006,412.630005,0.0010431659084957356,0.0015534722093613063,-5.095147838084513e-4
SPY,2023-04-25,410.579987,411.160004,406.019989,406.079987,-0.015873828661587486,-0.010960105564034706,-0.004968174818018811
SPY,2023-04-26,406.720001,407.839996,403.779999,404.359985,-0.00423562365805541,-0.00580255702743282,0.0015760786556566764
SPY,2023-04-27,407,412.690002,406.73999,412.410004,0.01990805049614397,0.013292393120393209,0.00652887302881866
SPY,2023-04-28,411.48999,415.940002,411.429993,415.929993,0.008535168802549231,0.010790063204210831,-0.002230823673229909
SPY,2023-05-01,415.470001,417.619995,415.269989,415.51001,-0.0010097444451426796,9.629816810763359e-5,-0.001105936113628636
SPY,2023-05-02,414.769989,414.820007,407.820007,410.839996,-0.011239233442294272,-0.009475114169844256,-0.001780994397704183
SPY,2023-05-03,411.359985,413.869995,407.769989,408.019989,-0.006864003085035542,-0.008119399362580215,0.0012656727803104229
SPY,2023-05-04,406.929993,407.269989,403.73999,405.130005,-0.007082947105319426,-0.004423335784934479,-0.002671427943202964
SPY,2023-05-05,408.910004,413.720001,408.640015,412.630005,0.018512575981628476,0.009097358743025419,0.009330335826397418
SPY,2023-05-08,412.970001,413.23999,411.279999,412.73999,2.665462973299171e-4,-5.569678171369885e-4,8.239730409329571e-4
SPY,2023-05-09,411.130005,412.089996,410.690002,410.929993,-0.004385320162458628,-4.86493317363057e-4,-0.0039007245215080255
SPY,2023-05-10,413.880005,414.540009,408.869995,412.850006,0.0046723603355960375,-0.0024886416051917992,0.0071788675692989745
SPY,2023-05-11,411.950012,412.429993,409.970001,412.130005,-0.001743977206094649,4.3692922625759856e-4,-0.0021799539467609597
SPY,2023-05-12,413.420013,413.640015,409.070007,411.589996,-0.001310288000020754,-0.0044265322008008035,0.00313009968784006
SPY,2023-05-15,412.220001,413.429993,410.230011,413.01001,0.0034500692771941566,0.0019164742081498876,0.0015306615955750225
SPY,2023-05-16,411.859985,412.820007,410.23999,410.25,-0.006682670959960557,-0.003909059045879348,-0.0027844966760007805
SPY,2023-05-17,412.350006,415.859985,410.640015,415.230011,0.012138966483851377,0.006984369972338422,0.005118844606947004
SPY,2023-05-18,414.899994,419.670013,414.670013,419.230011,0.009633215071248813,0.010436290823373717,-7.94781184542126e-4
SPY,2023-05-19,420.170013,420.720001,417.350006,418.619995,-0.0014550866684016617,-0.0036890257563430007,0.0022422106608201986
SPY,2023-05-22,418.640015,420.390015,417.350006,418.790009,4.061296689852334e-4,3.5828873166843245e-4,4.782380258738783e-5
SPY,2023-05-23,417.079987,418.720001,413.679993,414.089996,-0.011222839368166482,-0.007168867107498089,-0.004083244497840921
SPY,2023-05-24,412.420013,412.820007,409.880005,411.089996,-0.0072448019246521556,-0.003224908971621643,-0.004032898684178776
SPY,2023-05-25,414.73999,416.160004,412.410004,414.649994,0.008659899376388669,-2.1699378446715656e-4,0.00887881980956795
SPY,2023-05-26,415.329987,420.769989,415.25,420.019989,0.012950669426514017,0.011292230628172861,0.0016399204385373345
SPY,2023-05-30,422.029999,422.579987,418.73999,420.179993,3.80943774559217e-4,-0.004383588854781739,0.004785510339128107
SPY,2023-05-31,418.279999,419.220001,416.220001,417.850006,-0.005545211668371852,-0.001028002775719572,-0.00452185737458477
SPY,2023-06-01,418.089996,422.920013,416.790009,421.820007,0.009501019368179708,0.008921550469243922,5.743448523487515e-4
SPY,2023-06-02,424.5,428.73999,423.950012,427.920013,0.01446115854812935,0.00805656772673724,0.006353404190237999
SPY,2023-06-05,428.279999,429.619995,426.369995,427.100006,-0.0019162623272774848,-0.0027551905359931572,8.412460017381829e-4
SPY,2023-06-06,426.670013,428.579987,425.98999,428.029999,0.002177459580742669,0.0031874421884905413,-0.0010067735751799756
